,Artist,Title,emotion,calm,sorrow,power,joy,romance
848,Nicki Minaj,Put You in a Room,power,0.016949153,0.65310806,0.07497067,0.355932203,0.508474576
849,Eminem,Quitter (Everlast Diss),power,0.050808012,0.2841112,0.416666667,0.483333333,0.1
850,Eminem,Remember Me?,power,0.024383768,0.001653931,0.8457976,0.12758452,0.133333333
851,Maroon 5,Better That We Break (Ali Shaheed Muhammad & Doc Remix),power,0.033333333,0.6299907,0.433333333,0.066666667,0.32008693
852,Maroon 5,Ladykiller,power,0.037037037,0.89431083,0.12962963,0.203703704,0.462962963
853,BeyoncÃ©,Ring the Alarm,power,0.014218733,0.013390551,0.038983233,0.060015965,1
854,Lady Gaga,Artpop (artRAVE paris version),power,0.106489435,0.133333333,0.11949644,0.3476897,0.766666667
855,Eminem,Just Don’t Give a Fuck,power,0.00825932,0.083333333,0.1,0.9426325,0.616666667
856,Cardi B,Drip,power,0.007685861,0.002661083,0.11483246,0.8737783,0.8
857,Ariana Grande,​raindrops (an angel cried) [live],power,0.010523508,0.8726654,0.016852407,0.003289344,0.928571429
858,BeyoncÃ©,Lift Every Voice and Sing (Homecoming Live),power,0.22652978,0.001433573,0.54342824,0.2256752,0.966666667
859,Post Malone,Fuck The Internet,power,0.12195122,0.341463415,0.390243902,0.9597226,0.073170732
860,Maroon 5,Animals (Sammy Bananas Remix),power,0.166666667,0.366666667,0.5914115,0.3,0.15744416
861,Nicki Minaj,I Endorse These Strippers,power,0.005016971,0.001282211,0.641025641,0.9429245,0.333333333
862,Eminem,Nail in the Coffin,power,0.031934462,0.183333333,0.80800575,0.01562314,0.066666667
863,Eminem,Rabbit Run,power,0.24536078,0.27899307,0.883333333,0.04900732,0.001178804
864,Nicki Minaj,Miami,power,0.006548002,0.05,0.716666667,0.9646587,0.15
865,Lady Gaga,Diamond Heart,power,0.083333333,0.366666667,0.166666667,0.98501354,0.333333333
866,Justin Bieber,Runaway Love,power,0.10099542,0.28128317,0.416666667,0.25,0.333333333
867,Lady Gaga,The Edge of Glory (Live),power,0.1,0.033333333,0.083333333,0.38848874,0.666666667
868,Eminem,8 Mile: Maurice Grant vs B-Rabbit,power,0.03247695,0.05,0.7422418,0.22265306,0.233333333
869,Ariana Grande,​love me harder (live),power,0.00185103,0.111111111,0.185185185,0.333333333,0.99295515
870,Nicki Minaj,Jumpoff / Jump-off,power,0.007148222,0.00124463,0.777777778,0.9547128,0.185185185
871,Post Malone,Killing in the Name,power,0.016666667,0.366666667,0.97979945,0.133333333,0.033333333
872,Nicki Minaj,I'm Back,power,0.002251333,0.05,0.166666667,0.941947,0.75
873,Eminem,Just Don’t Give a Fuck (A Cappella),power,0.009159174,0.366666667,0.04619945,0.9411129,0.001323717
874,Justin Bieber,Purpose,power,0.15,0.35,0.000418913,0.05,0.9471345
875,Cardi B,Trust Issues,power,0.033333333,0.15686454,0.69735044,0.216666667,0.55
876,Eminem,Ridaz,power,0.020142375,0.002787454,0.95,0.350864,0.001577808
877,Nicki Minaj,BE GONE BITCH,power,0.016950713,0.000814437,0.933333333,0.21565665,0.033333333
878,Eminem,Lucky You,power,0.00922528,0.05,0.466666667,0.7482725,0.383333333
879,Taylor Swift,I Did Something Bad (Reputation Tour Remix),power,0.033333333,0.116666667,0.45,0.8044355,0.266666667
880,BeyoncÃ©,FREEDOM (2016 BET Awards),power,0.113293156,0.016666667,0.6,0.46369448,0.333333333
881,Eminem,I Will,power,0.216666667,0.066666667,0.6665105,0.516666667,0.016666667
882,Eminem,Role Model,power,0.006338283,0.033333333,0.766666667,0.8150013,0.00679134
883,Eminem,Keys To The City,power,0.049420547,0.09272621,0.831481,0.266666667,0.116666667
884,Ariana Grande,Right There (Ralphi Rosario Radio),power,0.009420574,0.166666667,0.166666667,0.216666667,0.8894867
885,Selena Gomez,Kill Em with Kindness (Felix Cartal Remix),power,0.11476034,0.25,0.82520366,0.15,0.35
886,BeyoncÃ©,Dreamgirls,power,0.166666667,0.283333333,0.033333333,0.95253706,0.25
887,Cardi B,Trick,power,0.148148148,0.092592593,0.71805876,0.22985573,0.462962963
888,Ariana Grande,Side to Side (Slushii Remix),power,0.01298435,0.016666667,0.5,0.7167949,0.316666667
889,BeyoncÃ©,Whatâs It Gonna Be,power,0.216666667,0.002552156,0.083333333,0.043883685,0.9462609
890,Camila Cabello,Million To One,power,0.033333333,0.55,0.9609905,0.116666667,0.016666667
891,Nicki Minaj,Black Barbies,power,0.010159013,0.133333333,0.65,0.7834746,0.183333333
892,Eminem,Kings Never Die,power,0.51519907,0.166666667,0.666666667,0.18950452,0.116666667
893,Nicki Minaj,Chun Swae,power,0.009319964,0.05,0.416666667,0.65242785,0.4
894,Nicki Minaj,"Bossed Up, Pickle Juice",power,0.11271808,0.057692308,0.23071784,0.6454086,0.634615385
895,Nicki Minaj,I'm Cumin,power,0.006369455,0.001289258,1,0.7058849,0.002630518
896,Imagine Dragons,Demons,power,0.72240824,0.576271186,0.288135593,0.055299733,0.084745763
897,Maroon 5,Harder to Breathe,power,0.042057857,0.8330157,0.827586207,0.086206897,0.068965517
898,Ariana Grande,Love Me Harder (DJ Class Remix),power,0.023308434,0.22946301,0.23312356,0.416666667,0.36581314
899,Maroon 5,The Man Who Never Lied,power,0.7289008,0.333333333,0.266666667,0.116666667,0.233333333
900,Eminem,Not Afraid,power,0.06341727,0.15,0.75,0.48055217,0.06485717
901,Justin Bieber,Vatican,power,0.00190904,0.066666667,0.1,0.416666667,0.985802
902,Lady Gaga,MANiCURE (Swinefest Demo),power,0.059732333,0.183333333,0.283333333,0.116666667,0.8631248
903,Nicki Minaj,Barbie Goin Bad,power,0.011222678,0.016666667,0.72191167,0.2647224,0.533333333
904,Justin Bieber,Going Down,power,0.21303801,0.004669393,0.483333333,0.6827439,0.085666105
905,Taylor Swift,I Know Places (Voice Memo),power,0.183333333,0.483333333,0.033333333,0.9064026,0.233333333
906,BeyoncÃ©,Apathy,power,0.230769231,0.65522027,0.26794654,0.017462712,0.205128205
907,Taylor Swift,Style,power,0.033333333,0.2,0.4,0.5575911,0.40598843
908,Eminem,Still Number One,power,0.116666667,0.016666667,0.6,0.79411465,0.083333333
909,The Chainsmokers,Paris,power,0.062453266,0.183333333,0.033333333,0.86585003,0.316666667
910,Lady Gaga,Shut Up (Demo),power,0.03742556,0.59021163,0.216666667,0.1,0.683333333
911,Billie Eilish,​all the good girls go to hell (Live at Third Man Records),power,0.083333333,0.000617441,0.06478467,0.9055125,0.466666667
912,Nicki Minaj,Baddest Bitch,power,0.016295595,0.065217391,0.4034891,0.5762238,0.413043478
913,Lady Gaga,Do What U Want (Solo Version),power,0.017601054,0.083333333,0.6700892,0.466666667,0.316666667
914,Selena Gomez,Good for You (Single Version),power,0.14678827,0.416666667,0.15,0.41710603,0.42255712
915,Ariana Grande,​west side,power,0.022727273,0.136363636,0.045454545,0.068181818,0.96810025
916,Maroon 5,Cold (Remix),power,0.001504455,0.142857143,0.428571429,0.214285714,0.736108
917,Eminem,Killshot,power,0.17704384,0.1,0.683333333,0.59779835,0.083333333
918,BeyoncÃ©,Gift from Virgo,power,0.290909091,0.127272727,0.054545455,0.236363636,0.9906606
919,Ariana Grande,​on top of everything*,power,0.27014592,0.035087719,0.210526316,0.5437048,0.736842105
920,Justin Bieber,Humble (Remix),power,0.13763638,0.216666667,0.23008882,0.61269873,0.283333333
921,Nicki Minaj,Playtime Is Over,power,0.006122567,0.114285714,0.542857143,0.9528293,0.285714286
922,Nicki Minaj,Yikes,power,0.013287691,0.00094773,0.480769231,0.79758656,0.288461538
923,BeyoncÃ©,Flaws and All (BeyoncÃ© Experience Live),power,0.033448387,0.42392957,0.133333333,0.283333333,0.5244404
924,Taylor Swift,Wildest Dreams (R3hab Remix),power,0.166666667,0.183333333,0.033333333,0.583333333,0.9266242
925,Eminem,Rain Man,power,0.109403186,0.005568877,0.8484142,0.15,0.016666667
926,Lady Gaga,The Edge of Glory (Porter Robinson Remix),power,0.002973332,0.00366809,0.02,0.22,0.9896785
927,Taylor Swift,End Game (Solo Version),power,0.002002632,0.117647059,0.490196078,0.039215686,0.980681
928,Maroon 5,Hands All Over,power,0.001085543,0.066666667,0.583333333,0.3,0.9895125
929,BeyoncÃ©,World Wide Woman,power,0.033333333,0.1,0.033333333,0.9222206,0.783333333
930,Eminem,Breaking News (Intro),power,0.404923,0.2,0.4,0.4,0.001067604
931,"Neoni, burnboy",Champion,power,0.34377512,0.1,0.56084466,0.08793418,0.416666667
932,Lady Gaga,Do What U Want (DJWS Remix),power,0.016666667,0.000392619,0.266666667,0.9782305,0.283333333
933,Maroon 5,Doin’ Dirt,power,0.006907536,0.2,0.433333333,0.366666667,0.96324116
934,Justin Bieber,Confirmation,power,0.22000213,0.719298246,0.070175439,0.14744909,0.52697504
935,BeyoncÃ©,"Baby, Youâre The Only Man",power,0.001291185,0.001541807,0.216666667,0.25,0.9926117
936,Ariana Grande,7 rings,power,0.118644068,0.254237288,0.13559322,0.9738762,0.355932203
937,Selena Gomez,Fetish (Galantis Remix),power,0.02534786,0.050658062,0.433333333,0.233333333,0.89206755
938,Eminem,Who Knew,power,0.033333333,0.37483606,0.65,0.183333333,0.083333333
939,Lady Gaga,Born This Way (Michael Woods Remix),power,0.7972991,0.05,0.366666667,0.12476181,0.433333333
940,Avicii,The Nights,power,0.29109082,0.379310345,0.275862069,0.43023184,0.09338565
941,Nicki Minaj,Sticks In My Bun,power,0.014494698,0.00178991,0.272727273,0.82714146,0.472727273
942,BeyoncÃ©,Irreplaceable (Trina Remix),power,0.083333333,0.033333333,0.183333333,0.98054147,0.616666667
943,Lady Gaga,The Edge of Glory (Funkagenda Remix),power,0.003935415,0.05,0.133333333,0.333333333,0.98606175
944,Nicki Minaj,Biggest Freak,power,0.003353421,0.052631579,0.912280702,0.97207344,0.01754386
945,Lady Gaga,Black Jesus + Amen Fashion,power,0.08759982,0.1,0.566666667,0.67344564,0.166666667
946,Lady Gaga,Government Hooker,power,0.016666667,0.05,0.666666667,0.73523927,0.216666667
947,Lady Gaga,Do What U Want (Kronic Remix),power,0.009591347,0.116666667,0.15,0.730957,0.3
948,Taylor Swift,End Game,power,0.016666667,0.05,0.433333333,0.88231075,0.416666667
949,Maroon 5,Cold (Sak Noel Remix),power,0.008615841,0.4555669,0.183333333,0.216666667,0.5310223
950,Ariana Grande,Daydreamin’,power,0.002382999,0.216666667,0.033333333,0.25,0.9921858
951,Nicki Minaj,Swish Swish (Rap Version),power,0.009183047,0.2,0.8795064,0.183333333,0.3
952,Eminem,We As Americans,power,0.066666667,0.133333333,0.98714733,0.233333333,0.033333333
953,Lady Gaga,Electric Chapel - Two Door Cinema Club Remix,power,0.00410363,0.083333333,0.55,0.166666667,0.9007155
954,Post Malone,Take What You Want,power,0.066666667,0.55948174,0.466666667,0.2,0.2
955,Ariana Grande,Problem (Spanglish Version),power,0.05,0.061701205,0.2,0.133333333,0.9154022
956,Nicki Minaj,Hood Story,power,0.012077057,0.051282051,0.538461538,0.9630497,0.333333333
957,Nicki Minaj,SaInT RoMaN,power,0.009963404,0.033333333,0.8694634,0.11956513,0.416666667
958,Ariana Grande,Knew Better / Forever Boy [DWT Version],power,0.033333333,0.183333333,0.083333333,0.25,0.92131865
959,Lady Gaga,Greatest,power,0.233333333,0.466666667,0.033333333,0.001861799,0.88255167
960,Lady Gaga,Glamour Zombie,power,0.006162309,0.033333333,0.8689329,0.316666667,0.333333333
961,Eminem,Detroit vs. Everybody,power,0.006154927,0.111111111,0.611111111,0.41906142,0.000851359
962,Selena Gomez,Come & Get It,power,0.9168045,0.016666667,0.2,0.233333333,0.55
963,Eminem,Wanksta (Eminem’s Version),power,0.04039785,0.001189425,0.477967,0.839285714,0.089285714
964,Selena Gomez,Kill Em with Kindness (Young Bombs Remix),power,0.11476034,0.25,0.82520366,0.366666667,0.2
965,Eminem,ShadyXV,power,0.133333333,0.033333333,0.733333333,0.7890036,0.016666667
966,Naomi Scott,Speechless (Full),power,0.3803479,0.5687212,0.032018967,0.116666667,0.366666667
967,Justin Bieber,Somebody to Love (Remix),power,0.050742816,0.008427134,0.166666667,0.183333333,0.88929325
968,Lady Gaga,You and I / born this way (artRAVE paris version),power,0.024004707,0.133333333,0.066666667,0.6499525,0.766666667
969,Lady Gaga,Burqa,power,0.059020925,0.133333333,0.15,0.433333333,0.60715526
970,"Eminem, Nate Dogg",Till I Collapse,power,0.01986933,0.033333333,0.9,0.10995338,0.003577943
971,Selena Gomez,Look At Her Now,power,0.018518519,0.35436675,0.12962963,0.277777778,0.59186023
972,Taylor Swift,State of Grace,power,0.037951466,0.4915218,0.25,0.133333333,0.483333333
973,Lady Gaga,Bad Romance - The Cure ( ACT VI),power,0.005529335,0.05,0.65,0.74114937,0.22497287
974,Nicki Minaj,Roman Reloaded,power,0.004344255,0.016666667,0.6,0.7531821,0.333333333
975,Nicki Minaj,Wamables,power,0.016666667,0.083333333,0.06218423,0.92893434,0.55
976,Lady Gaga,Black Jesus + Amen Fashion - Michael Woods Remix,power,0.036683656,0.35,0.116666667,0.8781703,0.15
977,Taylor Swift,A Monster In My Closet!,power,0.421052632,0.001915864,0.42314142,0.578947368,0.015005204
978,Post Malone,Psycho,power,0.083333333,0.266666667,0.183333333,0.8796955,0.002215511
979,Nicki Minaj,Saxon,power,0.030474372,0.142857143,0.464285714,0.9274277,0.267857143
980,Ariana Grande,Greedy,power,0.003257732,0.1,0.316666667,0.283333333,0.9172414
981,Taylor Swift,Wonderland,power,0.079028465,0.083333333,0.516666667,0.34051406,0.5368115
982,Justin Bieber,Fearless,power,0.84478724,0.127272727,0.218181818,0.381818182,0.254545455
983,Nicki Minaj,Get It All,power,0.010712467,0.11399214,0.912280702,0.5690282,0.23490845
984,Taylor Swift,We Are Never Ever Getting Back Together,power,0.003032293,0.14183252,0.2,0.166666667,0.8515946
985,Eminem,Right for Me,power,0.06668728,0.020825317,0.6,0.6305282,0.066666667
986,Nicki Minaj,I Get Money (Remix),power,0.017716302,0.016666667,0.766666667,0.81095284,0.216666667
987,Eminem,Ballin’ Uncontrollably,power,0.014268872,0.166666667,0.81561005,0.3,0.083333333
988,Maroon 5,Figure It Out,power,0.033333333,0.031230833,0.266666667,0.45,0.95458907
989,Lady Gaga,Paper Gangsta,power,0.008140372,0.216666667,0.333333333,0.87714905,0.3
990,Post Malone,God Damn,power,0.05,0.183333333,0.2,0.9243908,0.25
991,Eminem,The Sauce,power,0.016666667,0.033333333,0.773704,0.3,0.001826285
992,Nicki Minaj,Ain't Gone Do It,power,0.018622687,0.004659297,0.13770345,0.83288276,0.683333333
993,"B.o.B, Hayley Williams",Airplanes (feat. Hayley Williams of Paramore),power,0.033333333,0.1,0.8,0.9760467,0.001800089
994,Post Malone,Hit This Hard,power,0.016697858,0.4,0.9469865,0.133333333,0.35
995,Maroon 5,Animals (Remix),power,0.005358024,0.283333333,0.45,0.216666667,0.4334895
996,Billie Eilish,Ocean Eyes (That Loud & Neblo Remix),power,0.047473717,0.6810869,0.216666667,0.3,0.283333333
997,Zoe Wees,Control,power,0.751428,0.3,0.15727894,0.1,0.25
998,Eminem,Marsh,power,0.011625709,0.08734821,0.85,0.08555938,0.05
999,Taylor Swift,The Man,power,0.014321872,0.05,0.8917655,0.06346967,0.35
1000,Lady Gaga,"Beautiful, Dirty, Rich",power,0.01754386,0.122807018,0.421052632,0.9941127,0.385964912
1001,Ariana Grande,​my hair,power,0.056603774,0.113207547,0.226415094,0.20754717,0.9639737
1002,Nicki Minaj,Lookin Ass (Lookin Ass Nigga),power,0.008951216,0.156862745,0.490196078,0.90664315,0.333333333
1003,Sabrina Carpenter,Blueberries,power,0.95,0.05,0.01254828,0.63732386,0.006957134
1004,Selena Gomez,Outta My Hands (Loco),power,0.003930849,0.05,0.216666667,0.266666667,0.81380284
1005,Ariana Grande,Put Your Hearts Up,power,0.2155333,0.266666667,0.15,0.521373,0.516666667
1006,Selena Gomez,Pose,power,0.05239885,0.216666667,0.066666667,0.433333333,0.5258983
1007,Cardi B,Sauce Boyz,power,0.00743797,0.033333333,0.483333333,0.5116188,0.433333333
1008,Maroon 5,Cold (VAR!N Remix),power,0.017272219,0.333333333,0.116666667,0.49045184,0.415767
1009,Warriyo,Mortals,power,0.34231663,0.3,0.62270856,0.166666667,0.3
1010,Maroon 5,Runaway,power,0.05,0.8715821,0.1,0.004188989,0.116666667
1011,Ariana Grande,Moonlight,power,0.000686911,0.133333333,0.083333333,0.283333333,0.9950389
1012,Taylor Swift,Picture to Burn (Live From SoHo),power,0.016483735,0.7860138,0.15,0.116666667,0.283333333
1013,Nicki Minaj,Talking that  stuff,power,0.002349573,0.089285714,0.8585541,0.11711992,0.625
1014,Nicki Minaj,Blow Ya Mind,power,0.001734798,0.048780488,0.731707317,0.5873374,0.12195122
1015,Eminem,Rap Battle (1994),power,0.2,0.3,0.5212994,0.45878068,0.1
1016,Ariana Grande,One last time_Ariana_Grande_(2014),power,0.05,0.30549937,0.133333333,0.466666667,0.6746825
1017,Eminem,Slim Shady (Intro),power,0.27628976,0.238095238,0.6501413,0.142857143,0.142857143
1018,Lady Gaga,Sexy Ugly,power,0.05,0.066666667,0.15,0.97074234,0.2
1019,Selena Gomez,Forget Forever (STÂ£FAN Remix),power,0.033333333,0.973006,0.15,0.233333333,0.516666667
1020,Billie Eilish,Eres Tú,power,0.162162162,0.034577373,0.108108108,0.675675676,0.7895211
1021,Lady Gaga,The Manifesto of Mother Monster,power,0.116666667,0.083333333,0.81069607,0.14398274,0.466666667
1022,Avicii,Wake Me Up,power,0.05153416,0.183333333,0.44483668,0.40706807,0.4
1023,Nicki Minaj,Regular Degular,power,0.004834745,0.071428571,0.160714286,0.9393705,0.678571429
1024,Taylor Swift,Let's Go (Battle),power,0.016666667,0.166666667,0.8496922,0.233333333,0.483333333
1025,Nicki Minaj,Still I Rise,power,0.005128011,0.083333333,0.47323498,0.50950193,0.45
1026,BeyoncÃ©,Ave Maria,power,0.133333333,0.266666667,0.033333333,0.033333333,0.9209649
1027,Nicki Minaj,Queen Radio - The Cardi B Drag,power,0.016666667,0.133333333,0.41981888,0.5571636,0.366666667
1028,Eminem,Eminem - Get You Mad (Türkçe Çeviri),power,0.15,0.001526835,0.633333333,0.8534733,0.083333333
1029,Nicki Minaj,Encore '07,power,0.06861625,0.4,0.433333333,0.5900504,0.05
1030,Nicki Minaj,1-900-Ms-Minaj,power,0.006440964,0.033333333,0.683333333,0.94567585,0.25
1031,Selena Gomez,Kill Em With Kindness,power,0.166666667,0.6,0.82520366,0.021531446,0.233333333
1032,BeyoncÃ©,Grown Woman,power,0.1358309,0.033333333,0.5,0.6191589,0.4
1033,Eminem,Still Don’t Give a Fuck,power,0.166666667,0.5,0.18685389,0.7773713,0.001330461
1034,Lady Gaga,Marry the Night - The Weeknd & Illangelo Remix,power,0.1,0.066666667,0.35,0.7896033,0.2
1035,Ariana Grande,Zero to Hero (From ”Hercules”),power,0.018518519,0.203703704,0.185185185,0.9592782,0.296296296
1036,Taylor Swift,Bad Blood,power,0.009781986,0.15059812,0.70516086,0.266666667,0.35
1037,Nicki Minaj,Anaconda,power,0.005139654,0.001088124,0.45,0.940919,0.466666667
1038,Nicki Minaj,The Pinkprint Freestyle,power,0.066666667,0.116666667,0.516666667,0.89448553,0.25
1039,Cardi B,Automatic*,power,0.008892013,0.033333333,0.9618503,0.116666667,0.633333333
1040,Eminem,Yah Yah,power,0.003087925,0.05,0.916666667,0.9568315,0.000360706
1041,Eminem,Higher,power,0.026996912,0.001927629,0.42306334,0.566666667,0.116666667
1042,Maroon 5,Secret (Premier 5 Remix),power,0.028635327,0.566666667,0.366666667,0.3186958,0.6335734
1043,Eminem,W.T.P.,power,0.011546697,0.001068155,0.95,0.22771129,0.033333333
1044,Lady Gaga,Bad romance / Applause / Swine / Gyspy (artRAVE paris version),power,0.05,0.066666667,0.133333333,0.9730541,0.6
1045,Cardi B,Thru Your Phone (Clean),power,0.033333333,0.1,0.1,0.89676905,0.55
1046,Taylor Swift,Macavity,power,0.05,0.116666667,0.56109655,0.41802847,0.383333333
1047,Lady Gaga,Cake Like Lady Gaga,power,0.021172173,0.00149184,0.283333333,0.8078983,0.366666667
1048,Eminem,Rap God (Lyrics on Genius),power,0.018991424,0.15,0.3147368,0.6617308,0.316666667
1049,Lady Gaga,Free Woman,power,0.014828061,0.1,0.5259341,0.383333333,0.3134857
1050,Eminem,Alfred’s Theme,power,0.093417004,0.033333333,0.533333333,0.82150733,0.2
1051,Eminem,2.0 Boys,power,0.00879629,0.116666667,0.7,0.85959667,0.016666667
1052,BeyoncÃ©,Black Parade (Remix),power,0.004039181,0.008614461,0.97793543,0.008902874,1
1053,Selena Gomez,Fetish,power,0.02534786,0.066666667,0.116666667,0.216666667,0.89206755
1054,Nicki Minaj,Roman In Moscow,power,0.096153846,0.211538462,0.269230769,0.8639482,0.019230769
1055,Taylor Swift,Blank Space,power,0.003129202,0.183333333,0.266666667,0.066666667,0.9183548
1056,Nicki Minaj,Massive Attack,power,0.006956378,0.033333333,0.25,0.9517586,0.483333333
1057,Lady Gaga,Judas - Hurts Remix,power,0.009924329,0.066666667,0.15,0.7918993,0.55
1058,Lady Gaga,Fashion (2009),power,0.007823143,0.035714286,0.464285714,0.94675446,0.428571429
1059,Ariana Grande,Open Letter Critiquing Sexism,power,0.5259118,0.016666667,0.12524861,0.32712936,0.65
1060,Nicki Minaj,Win Again,power,0.016666667,0.033333333,0.9386434,0.055080157,0.8
1061,Taylor Swift,Bette Davis Eyes (Live/2011),power,0.05,0.266666667,0.2,0.973597,0.116666667
1062,"Martin Garrix, Bonn",No Sleep (feat. Bonn),power,0.066666667,0.533333333,0.05,0.9395055,0.316666667
1063,Eminem,Greatest,power,0.133333333,0.05,0.65,0.39164162,0.000255504
1064,Eminem,Mosh,power,0.4690834,0.616666667,0.45644134,0.233333333,0.033333333
1065,Taylor Swift,Should've Said No (Live from SoHo),power,0.1,0.41074276,0.05,0.15,0.5767481
1066,Lady Gaga,Bad Romance,power,0.005369737,0.05,0.516666667,0.16474031,0.78675115
1067,Selena Gomez,Good For You (Kasbo Remix),power,0.033333333,0.45,0.05,0.366666667,0.808086
1068,Post Malone,Ric Flair,power,0.003049439,0.033333333,0.216666667,0.91094875,0.2
1069,Eminem,Square Dance,power,0.06679493,0.3,0.6,0.8988789,0.033333333
1070,Maroon 5,If I Never See Your Face Again (Paul Oakenfold Remix),power,0.001865547,0.083333333,0.216666667,0.516666667,0.96842515
1071,Ariana Grande,​fake smile,power,0.17319389,0.216666667,0.15,0.5929411,0.516666667
1072,Lady Gaga,Paparazzi / Do What U Want / Dope  (artRAVE paris version),power,0.003186261,0.00056338,0.34,0.9648649,0.2
1073,vaultboy,everything sucks,power,0.05289495,0.131578947,0.263157895,0.8007146,0.052631579
1074,Nicki Minaj,Firm Biz '08,power,0.013266886,0.03125,0.78125,0.78828454,0.125
1075,Billie Eilish,​i love you (Live at Third Man Records),power,0.092347875,0.55,0.20854391,0.26375026,0.3866346
1076,Lady Gaga,ARTPOP,power,0.019262413,0.083333333,0.266666667,0.9390544,0.5
1077,Lady Gaga,Bad Kids,power,0.28521925,0.12911575,0.5673714,0.033333333,0.4
1078,Nicki Minaj,I'm The Best,power,0.00840336,0.3,0.45,0.9729159,0.15
1079,BeyoncÃ©,Formation,power,0.001981708,0.066666667,0.066666667,0.98626894,0.8
1080,Eminem,Shady Narcotics,power,0.018594572,0.1,0.029843101,0.9472013,0.7
1081,Maroon 5,If I Never See Your Face Again (Remix),power,0.001865547,0.05,0.7,0.05,0.96842515
1082,Cardi B,Broke,power,0.033333333,0.1,0.625892,0.36153573,0.55
1083,Nicki Minaj,Hit It,power,0.066666667,0.05,0.233333333,0.9721497,0.633333333
1084,Eminem,"Monkey See, Monkey Do",power,0.033333333,0.000883692,0.8474666,0.12530157,0.883333333
1085,Lady Gaga,MANiCURE (Demo),power,0.12061574,0.133333333,0.633333333,0.4722592,0.27683732
1086,Lady Gaga,Yay Ha (Demo),power,0.089664266,0.06165613,0.15798782,0.6847722,0.933333333
1087,Billie Eilish,​ilomilo,power,0.096153846,0.7880597,0.088653564,0.384615385,0.326923077
1088,Eminem,"Business - Live At The Palace of Auburn Hills, Detroit / 2002",power,0.14,0.08,0.1,0.90537536,0.4
1089,Billie Eilish,Shady*,power,0.035714286,0.285714286,0.97958827,0.392857143,0.017857143
1090,Taylor Swift,Matches,power,0.466666667,0.8707417,0.005548731,0.066666667,0.166666667
1091,Ariana Grande,Wit It This Christmas,power,0.018867925,0.226415094,0.056603774,0.1849207,0.806238
1092,BeyoncÃ©,Standing on the Sun Remix,power,0.006087827,0.001967723,0.00694091,0.416666667,0.68721956
1093,Nicki Minaj,Come on a Cone,power,0.006937336,0.4,0.283333333,0.9003937,0.001604803
1094,Post Malone,Fuck Yeah Dude*,power,0.016666667,0.15,0.516666667,0.8553337,0.166666667
1095,Post Malone,Squad,power,0.016666667,0.166666667,0.35,0.85887295,0.05
1096,Nicki Minaj,Make a Baby,power,0.002895919,0.3,0.45,0.10743898,0.87462246
1097,NEFFEX,Destiny,power,0.26986995,0.083333333,0.48960528,0.333333333,0.2
1098,Lady Gaga,Manicure + Cake Like Lady Gaga (artRAVE paris version),power,0.002730327,0.064516129,0.419354839,0.9864529,0.064516129
1099,Lady Gaga,Jewels N' Drugs,power,0.022441907,0.116666667,0.8214498,0.216666667,0.15
1100,Lady Gaga,HOODIE,power,0.026245732,0.081910945,0.75,0.58232063,0.25
1101,Ariana Grande,One Last Time,power,0.05,0.28788194,0.133333333,0.466666667,0.699385
1102,Lady Gaga,Applause (Demo),power,0.006296496,0.012318774,0.1,0.25,0.953563
1103,Lady Gaga,Freakshow,power,0.01164648,0.008398703,0.333333333,0.31324235,0.583333333
1104,BeyoncÃ©,Donât Hurt Yourself (Poetry),power,0.010361557,0.083333333,0.166666667,0.1,0.9213932
1105,Maroon 5,Through With You (Demo),power,0.00174502,0.366666667,0.4,0.166666667,0.9411462
1106,"Lost Sky, Chris Linton",Fearless Pt. II,power,0.42165583,0.266666667,0.5332573,0.416666667,0.066666667
1107,BeyoncÃ©,Broken-Hearted Girl (Catalyst Remix),power,0.083333333,0.45,0.066666667,0.383333333,0.6144794
1108,Eminem,No Apologies,power,0.5790008,0.07474577,0.366666667,0.55,0.05
1109,Maroon 5,Through with You,power,0.066666667,0.083333333,0.066666667,0.033333333,0.9411462
1110,The Score,Can You Hear Me Now,power,0.019968461,0.65845454,0.133333333,0.533333333,0.16107014
1111,Post Malone,rockstar (Original Version),power,0.066666667,0.1,0.6,0.6745982,0.15
1112,Maroon 5,Kiwi,power,0.001543968,0.016666667,0.566666667,0.25,0.9905742
1113,BeyoncÃ©,The Last Great Seduction,power,0.008972544,0.35,0.516666667,0.43569404,0.5093755
1114,Lady Gaga,Fever (Demo),power,0.152173913,0.108695652,0.108695652,0.3610255,0.61972237
1115,Nicki Minaj,Hard White,power,0.033333333,0.033333333,0.766666667,0.9749758,0.166666667
1116,Lady Gaga,The Fame (Demo),power,0.26751494,0.114910215,0.583333333,0.29423508,0.266666667
1117,Cardi B,Cardi B’s Tattoos,power,0.021180129,0.000989987,0.6627983,0.31152004,0.683333333
1118,Eminem,I’m Back/Kill You/Under the Influence (Live in California),power,0.018267509,0.05,0.7,0.62758225,0.133333333
1119,Billie Eilish,​come out and play (Live at Third Man Records),power,0.057578776,0.55,0.1,0.3026444,0.6334667
1120,Nicki Minaj,New Body - Verse,power,0.006826764,0.266666667,0.47926006,0.5122728,0.333333333
1121,Eminem,You Don’t Know,power,0.025392674,0.033333333,0.816666667,0.3572101,0.083333333
1122,Eminem,Hazardous Youth,sorrow,0.024604196,0.333333333,0.666666667,0.41647986,0.00102006
